Customer_ID,Age,Gender,City,Purchase_Amount,Quantity,Payment _Mode,
5737,21,Male,Chennai,7090.7,1,Cash,
1854,43,male,Bangalore,7848.35,4,cash,
9164,46,F,Mumbai,7482.51,1,Card,
6855,,Female,,6928.85,1,Card,
8392,37,male,Mumbai,1572.02,4,Card,
7528,58,male,,8763.84,3,Cash,
6249,41,F,Delhi,5095.59,5,card,
6172,63,F,Mumbai,5890.61,3,card,
2707,50,F,Bangalore,7112.75,4,card,
6791,57,M,Delhi,6005.07,1,Cash,
6535,59,male,,8302.48,4,Card,
5931,53,M,Kolkata,3529.38,4,card,
4510,56,F,Delhi,7886.64,100,card,
1202,53,Female,Bangalore,2048.17,5,Cash,
5218,45,F,Bangalore,5829.73,-1,cash,
9958,46,F,Mumbai,3927.85,-1,Card,
5389,25,female,,5448.49,2,Cash,
3327,60,Male,Chennai,7519.91,2,cash,
9004,32,Male,Delhi,7087.3,2,UPI,
3931,44,male,Delhi,5020.51,1,Cash,
8777,28,male,Chennai,2561.82,100,Cash,
1197,53,male,,2557.73,5,cash,
8125,68,M,Chennai,7427.21,3,UPI,
2930,59,male,Mumbai,5231.94,5,card,
7287,49,female,Bangalore,3673.3,2,Cash,
9800,46,Male,Kolkata,3118.21,2,Card,
5282,42,male,Kolkata,6149.47,100,Cash,
3511,26,female,Kolkata,8576.75,4,Card,
1659,34,F,,4518.95,3,Card,
3811,37,Male,,6972.4,4,Card,
8098,66,M,,2763.31,100,Cash,
7546,38,female,Bangalore,6535.8,4,card,
2986,47,M,Chennai,8068.19,3,card,
9338,65,female,Bangalore,3530.19,4,cash,
3911,43,male,Chennai,6634.76,4,card,
2734,29,M,,5434.45,4,Card,
2843,36,M,,4900.12,5,cash,
9680,35,Male,Kolkata,2081.75,3,cash,
3976,54,male,Delhi,2594.19,5,cash,
2959,31,female,,5790.92,2,card,
6759,55,male,Delhi,4705.59,-1,card,
7694,63,F,Delhi,5639.72,4,UPI,
3385,33,male,Delhi,7779.29,3,Cash,
5736,22,male,Delhi,2129.44,4,card,
2802,50,Male,Bangalore,7774.66,-1,UPI,
9155,35,F,Mumbai,2784.53,4,Cash,
9120,44,F,Chennai,4593.07,1,card,
7616,49,male,Kolkata,3901.25,100,Card,
6534,37,Female,Delhi,3111.09,1,cash,
5061,65,F,,9005.38,3,cash,
1262,37,male,,5378.38,4,cash,
7287,32,male,Kolkata,7972.8,5,Card,
9815,63,Male,,2856.34,5,card,
3049,22,female,,4823.04,5,card,
6423,22,F,Delhi,2504.08,100,UPI,
5548,66,F,,1881.21,1,Card,
4108,26,Female,Chennai,5801.5,100,Card,
8158,23,male,,5189.69,4,Card,
8400,44,F,Mumbai,6633.34,-1,Card,
4170,,female,Delhi,9952.13,100,UPI,
3255,49,M,Chennai,2524.15,5,cash,
2154,40,F,Mumbai,4084.76,100,cash,
5499,50,male,Chennai,6145.45,5,cash,
7295,30,M,Chennai,3391.21,1,cash,
7197,64,Female,Kolkata,5587.05,3,cash,
2648,30,M,Delhi,4017.43,100,card,
6539,50,Male,Bangalore,4180.31,4,Cash,
5199,66,M,Bangalore,2753.14,4,UPI,
9445,37,M,,5739.5,3,Cash,
3557,24,M,Delhi,5579.95,1,card,
6592,19,female,Chennai,4504.08,1,Cash,
1098,67,male,Delhi,6281.15,4,cash,
3200,57,Female,Delhi,4041.41,3,Card,
3961,65,M,Mumbai,9956.1,1,cash,
5973,53,Male,,7010.91,3,UPI,
5433,34,F,,6765.4,3,Card,
3869,21,female,Mumbai,1903.48,100,Cash,
1956,66,M,Delhi,4849.69,2,Card,
9352,42,F,Kolkata,3600.34,2,cash,
6699,36,F,Kolkata,4143.82,5,Card,
7944,46,F,Mumbai,5540.94,100,cash,
5493,21,female,,4498.77,3,Cash,
5911,32,M,,4561.85,-1,cash,
4987,50,male,Chennai,7404.25,5,card,
7015,20,M,Mumbai,3493.55,100,card,
2218,22,female,,4987.67,3,Card,
5496,43,M,Kolkata,3434.88,1,UPI,
5735,49,male,Bangalore,3452.52,3,Cash,
5555,25,Female,Kolkata,4546.86,-1,cash,
9050,,female,,7379.63,3,card,
4446,67,female,Delhi,2487.12,1,Card,
2045,,female,,4628.66,1,Card,
7893,,female,Delhi,4903.31,-1,cash,
2693,32,male,Chennai,1794.68,1,card,
4436,27,female,Bangalore,3492.68,5,card,
9754,46,M,Delhi,6512.21,3,cash,
6895,64,female,Kolkata,5808.33,2,cash,
4354,41,female,Bangalore,5768.92,-1,UPI,
1225,57,M,,5541.51,5,Card,
5893,65,male,Delhi,9126.19,2,Cash,
8022,25,female,Bangalore,5320.01,3,Cash,
6600,41,Male,Mumbai,2804.97,5,Card,
8996,50,male,,2730.27,100,UPI,
8683,33,F,Bangalore,4568.92,2,Cash,
5642,55,male,Bangalore,4338.59,100,cash,
8679,53,Male,Kolkata,3929.77,5,UPI,
9208,38,female,Kolkata,6501.97,100,card,
8339,20,F,,7871.33,4,cash,
3205,,M,Delhi,4649.97,-1,card,
2069,35,Female,Mumbai,2644.01,-1,UPI,
4444,19,male,,5986.42,2,Cash,
2060,58,male,Mumbai,4443.86,4,card,
3327,33,male,Bangalore,4636.38,3,Cash,
4420,51,male,Bangalore,4205.91,1,cash,
1301,34,Male,Mumbai,3934.86,100,Cash,
1606,58,F,Delhi,2147.44,5,cash,
4170,63,Male,Bangalore,4623.43,5,UPI,
1699,61,Female,Chennai,4426.24,5,cash,
6088,41,female,Kolkata,3454.2,3,Card,
1190,19,Male,Kolkata,1864.77,3,cash,
1980,35,male,Mumbai,6471.11,2,Card,
3975,38,Female,Kolkata,2334.43,2,Cash,
7102,67,Female,Delhi,5063.49,3,Card,
2184,46,Female,Kolkata,5930.62,5,card,
4327,50,M,Delhi,1831.17,1,card,
4394,58,Male,Mumbai,3891.57,3,Cash,
9319,46,Female,Delhi,6711.21,3,Card,
2816,48,F,Mumbai,4074.7,5,Card,
6854,28,female,Delhi,603.72,-1,Card,
7709,18,Female,Chennai,6142.58,3,Cash,
1569,54,F,Mumbai,4089.27,3,card,
6442,61,female,Mumbai,4624.07,-1,cash,
2895,37,Male,,4400.96,2,Card,
3733,45,F,Bangalore,6535.53,5,Cash,
4863,32,female,Delhi,7804.84,2,Cash,
8455,39,Male,Mumbai,8597.34,1,card,
5014,26,female,Delhi,7770.95,2,Cash,
2686,56,Male,Mumbai,4606.5,-1,Card,
4009,42,male,,5377.77,4,card,
8806,45,male,Delhi,1076.84,4,card,
1154,,M,Mumbai,6397.86,5,UPI,
2409,49,female,Chennai,4026.71,100,UPI,
1784,26,male,,1979.03,4,Cash,
9096,36,F,Bangalore,7691.13,2,cash,
8560,37,Female,Bangalore,6447.36,4,Cash,
8343,39,female,Kolkata,8069.71,2,cash,
8206,27,Male,Chennai,3700.16,3,Cash,
6596,61,female,Delhi,1610.23,2,UPI,
6801,38,male,Chennai,7895.16,5,UPI,
3806,48,Male,Delhi,3687.58,4,card,
1537,48,F,Mumbai,4774.51,5,card,
6986,48,male,Bangalore,7921.89,100,UPI,
2841,45,male,Kolkata,2708.26,100,UPI,
9716,60,female,Chennai,4145.54,2,cash,
7971,59,Female,Bangalore,3055.56,100,cash,
6625,38,Female,,4886.61,4,Cash,
3950,50,female,Chennai,4711.77,3,Cash,
8992,20,male,Bangalore,3035.61,4,UPI,
5780,20,Male,Bangalore,4560.12,100,UPI,
3368,41,F,Bangalore,6085.49,2,card,
7655,64,F,Chennai,6370.05,2,Card,
9173,50,Female,Delhi,5480.22,1,Card,
5495,51,Male,Kolkata,5487.36,1,Cash,
7002,23,Male,,1949.52,100,UPI,
7614,40,M,Bangalore,7425.46,100,UPI,
6919,37,M,Chennai,5607.73,-1,cash,
1853,58,M,Delhi,7623.08,1,Cash,
5146,22,female,Bangalore,6014.8,4,cash,
4769,44,F,Delhi,6908.33,-1,cash,
1574,65,F,Delhi,2846.8,1,UPI,
2148,64,male,Mumbai,10848.45,100,cash,
7293,61,female,Mumbai,5502.25,-1,card,
7457,35,female,,6840.95,4,UPI,
8509,66,male,,6150.87,1,Card,
5777,59,F,Kolkata,3491.28,-1,Cash,
4854,61,Male,Chennai,3365.73,2,cash,
3491,66,female,Delhi,5062.93,-1,card,
4124,66,Male,Delhi,3014.5,3,cash,
6691,28,Female,Chennai,8539.58,2,UPI,
4051,22,M,,5770.81,100,card,
1004,53,Female,Bangalore,7592.11,4,Card,
6222,46,female,Chennai,6403.39,3,card,
6315,33,female,,3002.55,1,UPI,
5869,52,F,,5916.69,2,card,
1876,18,Male,Kolkata,6821.64,1,card,
8027,,Male,Kolkata,5097.7,-1,Card,
5142,34,male,Kolkata,3118.95,100,card,
7966,25,Male,Chennai,4095.61,1,cash,
8079,54,F,Chennai,5692.96,3,UPI,
8987,67,M,Mumbai,6776.83,-1,UPI,
7799,51,Female,Bangalore,2597.93,5,Card,
5465,51,female,Mumbai,3669.49,5,card,
1635,,Male,Kolkata,6666.03,1,UPI,
2693,43,Male,Chennai,2684.79,5,Card,
5752,59,F,Kolkata,4795.52,-1,UPI,
9311,51,F,Chennai,4811.05,3,cash,
1830,27,F,Mumbai,6754.26,100,Card,
6177,61,male,Bangalore,5621.73,2,card,
9932,68,Male,Bangalore,4809.38,2,Card,
9308,30,Female,Bangalore,5127.67,3,cash,
6949,26,Female,Mumbai,5423.23,100,card,
3838,33,Female,Mumbai,5296.01,100,Card,
2150,18,male,Chennai,7071.79,5,cash,
8560,63,M,Kolkata,6512.06,5,UPI,
2931,66,female,Mumbai,5160.19,100,card,
2664,49,male,Kolkata,7094.81,-1,card,
2081,57,female,Kolkata,9530.26,1,card,
1512,51,Male,Kolkata,6800.04,4,Cash,
8805,35,female,,4348.69,-1,UPI,
6237,49,male,Kolkata,2224.47,1,Cash,
1559,61,female,Delhi,3807.5,3,Card,
4672,59,female,Delhi,5079.84,-1,Cash,
8404,19,F,Delhi,9504.14,100,Cash,
4343,40,Female,Kolkata,4277.93,-1,Card,
5070,37,Male,Bangalore,8135.3,2,Card,
1580,56,Male,,5570.63,4,card,
8004,42,female,Delhi,3934.36,2,UPI,
9130,34,female,,2890.77,-1,Card,
4147,53,female,Bangalore,4637.63,2,Cash,
5249,41,Male,Delhi,3516.47,2,card,
2679,29,Male,Delhi,3402.12,2,UPI,
4506,64,M,Kolkata,2378.72,2,Card,
8253,21,male,,3857.8,2,cash,
3744,,Male,Delhi,3375.97,100,Card,
6188,23,M,Chennai,4680.16,4,UPI,
3141,24,male,Bangalore,4930.81,2,Cash,
7617,44,male,Bangalore,3222.22,2,cash,
3479,49,female,,4081.82,2,card,
7484,39,M,Chennai,4640.81,-1,card,
8421,26,F,,6190.57,4,UPI,
5452,22,female,Kolkata,6805.83,1,card,
6881,42,F,Chennai,4506.27,-1,Card,
7665,46,Male,Bangalore,4782.5,4,card,
3849,31,female,Chennai,2988.58,-1,card,
8390,27,M,Delhi,4597.2,1,card,
7905,19,M,Mumbai,2727.8,1,card,
3489,,F,Delhi,6110.41,2,card,
5611,21,M,,2608.01,4,UPI,
3839,55,M,Kolkata,5499.44,3,cash,
9527,34,Male,Kolkata,3799.36,3,cash,
6878,,Male,Chennai,9765.54,5,Cash,
7303,43,M,Delhi,6223.43,5,Cash,
1851,44,Female,Chennai,6115.4,4,Card,
2687,38,Female,Mumbai,4616.22,5,Cash,
7833,21,M,Delhi,7362.69,4,cash,
3427,56,F,Delhi,5332.08,100,Cash,
5000,52,Male,Kolkata,3762.79,5,UPI,
6052,36,female,Mumbai,6478.88,3,UPI,
3738,36,Female,Mumbai,4950.19,1,Cash,
6732,23,female,Kolkata,2000.89,2,cash,
6387,56,Male,,3070.31,3,cash,
9002,48,M,Delhi,7541.84,1,Cash,
6536,19,Male,Mumbai,4386.55,2,card,
4913,35,female,Bangalore,6502.16,3,cash,
2066,64,Female,Mumbai,2405.63,-1,cash,
8723,40,M,Kolkata,7045.38,2,cash,
5380,33,M,Mumbai,1181.53,100,card,
5107,50,M,Mumbai,1849.98,100,Cash,
6726,26,Male,Kolkata,2003.72,2,Cash,
4373,43,F,Kolkata,5523.86,4,Card,
9945,51,Female,,5482.68,4,Card,
3082,62,male,Bangalore,3228.95,5,card,
9967,53,Female,Delhi,1345.46,5,Card,
7748,36,Female,Bangalore,7339.93,4,UPI,
1417,57,male,Bangalore,5661.96,100,Card,
9306,64,female,Delhi,5942.43,4,Card,
9808,41,Female,Delhi,5452.41,2,card,
4974,,M,Kolkata,2086.07,3,cash,
4267,63,M,Chennai,4333.79,100,UPI,
1825,24,Male,Mumbai,3783.9,1,Cash,
8668,22,male,Bangalore,3078.3,-1,cash,
6745,32,M,Kolkata,3009.56,2,Cash,
1412,36,male,Mumbai,5060.02,2,card,
8543,59,M,Chennai,6225.34,-1,Card,
8587,36,Female,Chennai,4702.64,100,Card,
1728,,male,Chennai,6163.42,5,Card,
8164,50,M,Delhi,7294.58,-1,card,
9867,52,F,Kolkata,6096.45,-1,UPI,
6988,59,male,Mumbai,6820.47,1,Card,
3504,37,male,Delhi,2819.17,3,card,
3967,19,female,,3888.37,3,UPI,
3786,45,F,,1927.82,2,card,
2122,21,male,,4253.78,5,UPI,
5079,,Male,Bangalore,380.83,1,UPI,
2571,57,Female,,6283.51,4,UPI,
6073,37,female,,6402.48,1,Card,
6104,44,Female,Bangalore,2759.18,-1,Cash,
3143,51,M,Chennai,5300.95,2,cash,
7806,37,Male,Delhi,6646.78,2,Card,
8357,18,F,Delhi,5628.79,1,Cash,
4440,29,F,Bangalore,2423.65,3,Card,
4766,25,Female,Chennai,4769.99,5,card,
6644,68,F,,6595.94,100,Cash,
3914,55,female,Chennai,2174.52,2,cash,
5968,39,Female,Mumbai,3319.85,100,cash,
6917,18,female,Kolkata,5667.73,4,Cash,
9787,21,Male,Kolkata,5889.65,4,cash,
1728,59,female,Mumbai,4975.95,2,card,
2365,67,Male,Bangalore,5087.73,5,UPI,
5492,,Male,,3794.25,1,card,
1698,65,M,Chennai,4307.91,100,card,
8186,36,female,Bangalore,906.69,3,UPI,
1395,26,female,Bangalore,4757.52,-1,card,
8400,20,female,,7046.55,5,cash,
9082,57,F,Delhi,6714.54,-1,Cash,
5171,40,M,Chennai,6372.06,2,UPI,
5360,60,male,Chennai,3208.58,2,cash,
3502,27,F,,5832.88,3,Cash,
1717,52,male,Chennai,2964.07,1,card,
3782,21,Male,Delhi,5572.16,1,cash,
5946,20,M,Bangalore,2687.98,2,card,
6486,22,M,Mumbai,985.3,5,UPI,
9335,59,Female,Delhi,1341.31,4,Card,
5980,51,Male,Bangalore,6870.21,100,card,
8266,24,Female,Kolkata,6728.45,2,Card,
5491,36,Male,,4620.99,1,card,
8192,57,Female,Delhi,2382.71,3,card,
6588,30,female,Mumbai,2808.47,4,cash,
8651,65,M,Kolkata,3631.05,-1,UPI,
4636,65,M,Delhi,7754.53,-1,card,
2167,45,Female,Kolkata,4045.89,3,UPI,
2062,49,Female,Bangalore,5019.93,100,card,
3156,51,F,,6709.87,3,Cash,
8860,29,M,Bangalore,3995.51,3,Cash,
6161,35,female,Bangalore,5133.34,5,UPI,
6305,22,female,Bangalore,6199.37,3,Cash,
7541,65,male,Bangalore,5745.38,100,Cash,
5729,54,male,Mumbai,6083.59,5,Card,
8330,,Male,Mumbai,5692.31,5,cash,
6334,45,F,Chennai,3652.29,4,Cash,
9924,34,Female,Delhi,5931.49,5,Cash,
5330,59,male,Mumbai,5309.08,3,Cash,
9010,34,Male,Kolkata,3586.57,5,card,
7801,50,M,Mumbai,2744.47,2,Card,
5846,24,M,Kolkata,4141.5,3,Card,
7731,45,male,Bangalore,6392.32,1,Cash,
8241,31,Male,Delhi,4901.59,5,cash,
1953,24,M,Delhi,7508.73,5,cash,
3539,49,Male,Bangalore,4876.96,3,Card,
8056,50,M,Chennai,3155.17,2,UPI,
2542,69,M,Chennai,4747.77,1,cash,
6293,51,female,Kolkata,6834.6,3,cash,
2191,43,M,Delhi,7388.25,2,Card,
7313,65,female,Mumbai,2141.83,5,card,
7938,60,Female,Chennai,5133.56,3,Cash,
3681,45,Female,Mumbai,5920.28,3,cash,
2540,43,female,Chennai,744.57,-1,Cash,
7172,66,female,Kolkata,9526.19,2,UPI,
6541,49,Male,Delhi,1694.49,-1,Cash,
2365,54,female,,1515.07,2,UPI,
9691,20,M,,2911.01,100,Card,
9702,54,female,Mumbai,4876.78,100,card,
8494,29,Male,Kolkata,859.98,-1,UPI,
5312,21,male,Mumbai,4287.73,3,cash,
2324,61,M,Delhi,-490.77,2,UPI,
4141,53,M,,3722.1,2,card,
8419,37,Male,Kolkata,5489.25,4,Cash,
4486,38,Male,Delhi,6768.56,100,Card,
2810,26,male,Delhi,1579.83,3,Cash,
7588,,male,Bangalore,2079.57,-1,UPI,
3923,34,Male,Delhi,4433.28,5,cash,
6301,23,Female,Chennai,6701.71,5,Cash,
5186,38,female,Chennai,7355.66,3,card,
9905,60,F,Mumbai,5119.87,1,Card,
6977,21,male,Delhi,2877.96,4,cash,
5268,20,F,Kolkata,3440.24,3,card,
5748,64,male,,2083.52,2,Cash,
5849,56,male,Mumbai,7053.77,4,cash,
4709,18,male,Bangalore,5213.62,5,Card,
7619,19,male,Delhi,7650.09,2,UPI,
9647,52,Female,Mumbai,3329.67,4,Card,
4072,35,Female,,2656.45,3,Cash,
7530,54,F,Mumbai,6993.73,5,cash,
1504,37,Male,Delhi,3997.02,3,UPI,
2214,68,F,Delhi,4111.22,1,Card,
2531,53,Female,Kolkata,7786.83,-1,Cash,
8576,,Female,Chennai,5364.18,4,UPI,
1823,33,M,Bangalore,7159.63,1,Cash,
1928,46,M,Delhi,5833.7,1,cash,
6029,23,male,Delhi,6457.21,1,Cash,
1133,,M,Chennai,7540.48,3,Cash,
3105,19,Male,Delhi,2930.21,4,cash,
4627,43,F,Chennai,6613.8,-1,card,
7316,49,female,Chennai,8171.3,2,UPI,
2852,20,female,Chennai,3521.31,1,Card,
5910,51,F,Delhi,3486.35,4,Cash,
5175,49,Female,Kolkata,8913.57,5,cash,
6348,66,female,,4103.57,100,Card,
7190,61,F,,5534.55,1,Cash,
2256,66,Male,,1626.2,5,UPI,
4376,68,M,Kolkata,5905.63,4,Card,
6645,39,M,Delhi,4251.84,-1,card,
4486,41,Male,Chennai,5896.02,1,Card,
4584,30,M,Chennai,4751.64,-1,Cash,
9053,43,female,,6914.41,5,Card,
4330,23,male,Kolkata,6735.33,5,Cash,
3703,52,F,Mumbai,5263.15,5,UPI,
9662,,M,,3620.96,100,Cash,
9120,28,F,Bangalore,1095.85,4,cash,
8114,26,Male,Chennai,4221.4,-1,UPI,
2353,66,M,Delhi,6415.53,100,Card,
6063,23,male,Kolkata,4667.45,2,cash,
9549,64,male,Mumbai,5346.31,3,Cash,
8575,22,Male,Bangalore,4800.07,5,UPI,
1667,50,male,Delhi,793.67,2,card,
5468,32,Male,Mumbai,4855.68,4,UPI,
7819,32,female,Chennai,5069.01,1,Card,
4719,69,male,,4227.06,3,cash,
3745,27,M,Delhi,5515.68,4,card,
8483,26,F,Kolkata,1489.06,1,cash,
1539,47,F,Delhi,2345.12,-1,Card,
5964,55,Female,Delhi,5807.27,3,card,
5835,69,F,Mumbai,4901.61,4,card,
4775,53,male,,7681.81,3,card,
7042,46,Female,Mumbai,6294.45,3,Card,
8102,37,Female,Chennai,8092.88,5,Cash,
8312,47,M,,7714.62,1,Card,
6320,48,M,Kolkata,5515.15,2,Card,
7132,27,M,Kolkata,7412.69,100,card,
8891,52,female,Kolkata,2864.35,100,UPI,
3779,26,male,Bangalore,6242.95,-1,card,
1924,42,male,,2893.2,3,UPI,
2581,29,female,Kolkata,8370.66,2,Card,
8714,32,male,Delhi,4965.62,1,card,
4324,48,F,Delhi,4850.15,4,cash,
6713,18,Male,Delhi,3205.5,3,cash,
8026,,M,Bangalore,-1453.74,5,cash,
1255,22,female,,4900.97,4,Cash,
5804,24,Female,Delhi,2581.14,2,Cash,
2838,26,Female,Mumbai,9293.51,5,UPI,
1009,57,Female,Bangalore,4954.33,4,Card,
3871,39,Male,Mumbai,7091.05,2,cash,
